Unique ID;Player;Best Position;Age;Division;Salary;Transfer Value;Preferred Foot;Height;Starts;Minutes;Rating;Goals;xG-OP;xG;NP-xG/90;Penalties Taken;Penalties Scored;xG/shot;Free Kick Shots;Shots From Outside The Box Per 90 minutes;Goals From Outside The Box;Shots;Shots on Target;Headers Attempted;Headers Won;Key Headers per 90;Crosses Attempted;Crosses Completed;Open Play Crosses Attempted;Open Play Crosses Completed;Mistakes Leading to Goals;Distance;Sprints/90;Dribbles;Fouls Against;Off;Assists;xA;Chances Created per 90;Clear Cut Chances Created;Key Passes;Open Play Key Passes per 90;Passes Attempted;Passes Completed;PsP;Possession Lost per 90;Blk;Clearances;Interceptions;Key Tackles;Possession Won per 90;Pres A;Pres C;Shts Blckd;Tackled Completed;Tackles Attempted;Fouls Made;Yellow Cards;Red cards
20046423;Brenden Aaronson;AM (C);25;Premier League;R$1.43M p/m;R$32M;Right-Footed;1.77 m;19;1865;6.50;1;-0.37;1.37;0.1;0;0;0.105384615384615;0;0.2;0;13;6;11;2;0.0;9;1;9;1;0;23.8km;2.0;6;15;0;3;2.13;0.1;2;4;0.2;124;109;8;18.0;0;0;4;0;8.1;26;5;0;4;4;1;1;0
2000037579;Paxten Aaronson;AM (C);22;TAFL Yugoiztochna Liga;R$1.01M p/m;R$62M - R$82M;Right-Footed;1.75 m;18;1438;6.93;5;0.95;4.05;0.3;0;0;0.130645161290323;1;0.6;1;31;14;30;8;0.0;16;6;16;6;0;186.1km;9.9;17;9;4;3;2.93;0.3;5;35;2.1;719;647;54;14.3;3;4;21;1;13.8;79;20;0;12;16;12;1;0
222731;Thelo Aasgaard;AM (C);24;Qatar Stars League;R$480K p/m;R$3.25M - R$32M;Right-Footed;1.85 m;13;1368;6.78;3;0.1;2.9;0.2;0;0;0.107407407407407;2;0.3;1;27;15;69;17;0.1;17;6;17;6;0;177.2km;11.4;23;11;3;2;5.16;0.5;7;24;1.6;612;543;43;18.8;2;7;27;0;10.1;81;22;0;11;17;4;0;0
2000120253;Lukijan Abadžija;AM (C);22;Vodacom Premier League;R$7K p/m;R$550K - R$1.9M;Right-Footed;1.82 m;10;1119;6.90;8;4.1;3.9;0.3;0;0;0.114705882352941;2;1.0;1;34;17;84;20;0.0;9;1;9;1;0;144.6km;10.2;9;8;7;4;1.23;0.1;1;17;1.4;465;411;17;16.1;0;2;13;0;9.1;49;16;0;6;7;11;0;0
2000009018;Magomed Abakarov;AM (C);25;2-FNL A Gold;R$33K p/m;R$140K - R$1.5M;Right-Footed Only;1.80 m;14;1831;6.67;4;-5.3;9.3;0.5;1;1;0.119230769230769;0;1.1;3;78;29;103;39;0.2;23;4;16;4;0;208.3km;5.9;17;9;1;1;5.06;0.4;8;25;1.2;790;684;38;13.0;2;6;28;0;13.6;72;19;0;12;12;10;0;0
2000111471;Matías Abaldo;AM (C);22;Liga Profesional;R$65K p/m;R$800K - R$8M;Right-Footed;1.72 m;17;1253;6.69;1;-0.96;1.96;0.1;1;1;0.245;0;0.0;0;8;2;43;8;0.1;44;14;29;11;0;160.2km;11.4;52;17;5;0;0.33;0.1;1;22;1.6;585;532;41;20.9;3;7;34;0;3.7;119;27;0;18;23;20;2;1
14032587;Alfredo Ábalos;AM (C);40;Liga de Ascenso;R$4.5K p/m;R$0 - R$15K;Right-Footed;1.68 m;13;1218;6.81;2;-0.16;2.16;0.2;0;0;0.0939130434782609;0;0.1;0;23;7;57;15;0.0;54;11;54;11;0;159.7km;10.3;39;15;5;2;1.89;0.7;9;38;1.6;606;551;49;16.4;3;11;17;0;6.3;127;18;0;9;11;9;0;0
2000113903;Fadl Abaza;AM (C);27;Second Div. B - Group 4;R$18K p/m;R$0 - R$15K;Right-Footed;1.63 m;26;1964;6.47;2;0.72;1.28;0.1;0;0;0.0673684210526316;0;0.3;0;19;3;3;1;0.0;229;33;2;0;0;5.3km;0.2;1;24;0;1;2.34;0.1;3;1;0.0;40;33;1;15.4;1;0;3;0;8.4;2;0;0;2;2;3;2;0
2000135158;Mohammed Abbas;AM (C);23;UAE Pro League;R$510K p/m;R$7.5M - R$74M;Right-Footed;1.74 m;24;1857;6.91;4;0.85;3.15;0.2;0;0;0.101612903225806;0;0.3;0;31;11;48;12;0.0;63;13;63;13;0;174.1km;11.7;43;20;3;3;3.05;0.1;2;36;1.7;707;625;61;20.5;2;12;26;1;5.8;151;43;0;28;36;15;2;0
28122344;Jed Abbey;AM (RC);24;National League North;R$18K p/m;R$0 - R$25K;Right-Footed;1.91 m;11;1216;6.82;4;1.74;2.26;0.2;0;0;0.118947368421053;0;0.3;0;19;13;51;24;0.1;106;21;106;21;0;146.3km;12.0;45;7;2;2;1.1;0.4;6;16;1.2;552;487;26;18.4;3;7;26;0;3.6;124;18;0;12;13;11;2;0
2000071474;Reda Abdelaal;AM (C);31;Second Div. B - Group 2;R$16K p/m;R$0 - R$300K;Right-Footed;1.90 m;36;3287;7.52;3;-6.76;9.76;0.3;0;0;0.122;0;0.0;0;80;39;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;33;0;12;3.49;0.0;0;0;0.0;740;515;0;0.0;0;0;0;0;0.0;0;0;0;40;48;42;0;0
67248290;Bakr Abdellaoui;M (C);28;4. MSFL D;R$11K p/m;R$0 - R$45K;Right-Footed;1.72 m;24;2445;6.73;8;2.6;5.4;0.2;0;0;0.108;0;0.6;1;50;19;178;43;0.0;45;9;45;9;0;234.7km;7.3;28;25;10;1;6.34;0.4;10;24;0.9;898;778;44;11.2;6;11;35;0;4.0;79;22;0;16;16;16;0;0
48043489;Himad Abdelli;M/AM (C);26;Ligue 1;R$730K p/m;R$88M - R$110M;Right-Footed;1.85 m;41;3434;7.06;8;3.07;4.93;0.1;0;0;0.0948076923076923;2;0.4;2;52;13;117;43;0.1;98;14;30;7;0;487.9km;13.0;38;16;9;11;6.44;0.3;13;82;2.0;1870;1664;126;20.8;7;15;44;3;10.6;221;47;0;24;37;20;2;0
2000114780;Mohamed Abdelsamia;AM (C);26;EPL;R$305K p/m;R$160K;Right-Footed;1.73 m;7;1332;6.57;2;-0.26;2.26;0.2;1;1;0.118947368421053;0;0.5;0;19;7;57;13;0.1;7;3;7;3;0;161.5km;6.9;3;17;3;0;0.58;0.1;1;11;0.7;530;461;31;10.5;4;9;15;1;5.9;56;22;1;14;18;8;2;0
16190835;Amir Abdijanović;AM (C);25;Oberliga Nordost-Süd;R$65K p/m;R$180K - R$1.9M;Right-Footed;1.80 m;30;2581;6.74;0;-4.54;4.54;0.2;0;0;0.116410256410256;0;0.4;1;39;12;94;31;0.0;23;6;23;6;0;342.1km;10.6;33;9;12;1;3.71;0.1;3;35;1.2;1226;1105;57;17.6;10;10;27;0;11.7;145;38;0;13;14;13;1;0
2000400140;Muhd Hasanudin Abdul Hadi;AM (C);19;-;R$1.1K p/m;R$0 - R$25K;Right-Footed Only;1.84 m;17;1780;6.10;0;-0.85;0.85;0.0;0;0;0.10625;0;0.3;0;8;2;138;37;0.1;9;1;9;1;0;185.3km;4.8;13;19;9;0;0.68;0.1;2;13;0.7;575;511;12;21.6;1;3;15;0;2.2;28;12;0;6;6;24;8;0
23342446;Anil Shah Mohezar Abdul Rahman;AM (C);21;Lower Division;N/A;R$ 0;Left-Footed;1.84 m;43;3568;6.66;1;0.19;0.81;0.0;0;0;0.0675;0;0.2;0;12;4;210;30;0.1;53;6;53;6;0;457.2km;14.9;77;7;0;6;6.56;0.3;11;41;1.0;1745;1508;178;15.8;13;18;75;0;3.3;290;83;0;66;71;25;0;1
2000093221;Mohd Syahir Abdul Rahman;AM (C);25;Liga A1 Semi-Pro;R$15K p/m;R$140K - R$450K;Right-Footed;1.63 m;11;1023;6.86;6;4.37;1.63;0.1;0;0;0.0857894736842105;0;0.9;1;19;10;99;23;0.0;11;4;11;4;0;110.4km;3.7;12;24;8;0;0.62;0.1;1;14;1.2;296;264;10;17.5;2;0;11;0;3.1;21;8;0;2;2;8;0;0
23443797;Riva Abdul Rahman;AM (C);31;First Division Grp A;R$42K p/m;R$1M - R$3.25M;Right-Footed;1.71 m;42;3795;7.21;2;-5.72;7.72;0.2;0;0;0.116969696969697;0;0.0;0;66;23;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;30;0;9;4.43;0.0;0;0;0.0;860;613;0;0.0;0;0;0;0;0.0;0;0;0;49;63;57;3;1
2000118515;Moamal Abdul Ridha;AM (C);26;Iraqi Premier League;R$27K p/m;R$5K - R$70K;Right-Footed;1.85 m;0;1249;6.91;13;0.78;12.22;0.9;0;0;0.165135135135135;0;1.8;1;74;35;128;27;0.1;5;2;5;2;0;130.5km;4.5;10;23;8;2;1.51;0.2;3;14;1.0;393;353;15;16.9;1;2;15;0;1.9;15;9;0;4;6;8;0;0
40036904;Sahal Abdul Samad;AM (C);29;Indian Super League;R$130K p/m;R$180K - R$1.7M;Right-Footed;1.79 m;9;1433;6.56;2;0.89;1.11;0.1;0;0;0.074;0;0.3;1;15;8;46;12;0.1;20;7;20;7;0;186.3km;10.2;14;5;0;2;1.37;0.0;0;12;0.8;774;693;39;18.2;7;7;25;0;7.1;77;14;1;11;11;8;0;0
54201316;Muntadher Abdulameer;AM (C);24;Iraqi Premier League;R$20K p/m;R$0 - R$550K;Left-Footed;1.65 m;45;4099;7.10;15;1.67;13.33;0.3;0;0;0.104140625;0;0.0;0;128;72;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;68;0;9;3.91;0.0;0;0;0.0;920;545;0;0.0;0;0;0;0;0.0;0;0;0;38;64;77;0;2
2000060685;Hasan Abdulkareem;AM (L);27;Iraqi Premier League;R$112K p/m;R$1M - R$3.5M;Left-Footed;1.66 m;42;3463;6.86;5;-1.05;6.05;0.2;0;0;0.134444444444444;0;0.3;1;45;15;140;23;0.0;127;32;127;32;0;428.2km;15.0;103;31;15;3;8.53;0.3;11;70;1.8;1624;1444;127;17.6;5;20;64;0;3.9;339;95;0;57;68;34;0;0
2000422803;Ali Abdulla;AM (C);20;Oberliga Schleswig-Holstein;R$17K p/m;R$10K - R$100K;Right-Footed;1.81 m;20;1609;6.72;2;0.6;1.4;0.1;0;0;0.116666666666667;0;0.2;0;12;6;96;28;0.1;19;2;19;2;0;207.2km;6.9;19;14;2;1;1.38;0.2;3;32;1.8;766;675;34;20.2;5;3;28;0;8.9;67;15;0;10;12;20;3;0
64043450;Abdullah Fawaz;M (C);29;Omantel League;R$15K p/m;R$0 - R$350K;Right-Footed;1.74 m;41;3693;7.32;3;-6.49;9.49;0.2;0;0;0.128243243243243;0;0.0;0;74;32;23;12;0.0;1;0;1;0;0;80.7km;1.4;1;58;0;6;3.66;0.1;3;6;0.1;1014;784;37;1.5;3;2;26;0;2.0;40;15;3;47;56;27;1;0
29243909;Abdul Abdulmalik;AM (L);23;Qatar Stars League;R$29K p/m;R$1.4M - R$4.75M;Right-Footed;1.75 m;40;3075;6.70;3;-2.18;5.18;0.2;0;0;0.112608695652174;0;0.4;2;46;18;205;49;0.1;94;15;94;15;1;362.4km;6.8;63;45;17;1;2.56;0.2;7;44;1.3;1305;1175;62;19.5;10;7;48;0;4.7;179;44;0;23;30;32;0;0
62139229;Abegunrin Lukman;ST (C);32;Premier League;R$29K p/m;R$ 0;Left-Footed;1.88 m;42;3727;7.00;21;9.21;11.79;0.3;0;0;0.116732673267327;0;0.0;0;101;53;12;4;0.0;1;1;1;1;0;8.9km;0.1;0;59;0;5;3.13;0.0;2;2;0.0;762;460;1;1.8;0;0;0;0;0.8;2;1;0;36;54;33;1;0
2000072683;Oussama Abid;M (C);23;Ligue 1;R$6.25K p/m;R$80K - R$800K;Right-Footed;1.66 m;48;4216;7.02;5;-3.98;8.98;0.2;1;1;0.103218390804598;0;0.0;0;87;35;25;7;0.0;6;0;0;0;0;157.3km;3.2;1;46;1;7;7.6;0.1;4;30;0.4;1377;1129;81;1.4;9;12;37;0;5.1;76;16;0;45;55;41;1;2
42001417;Amer Abo Nel;AM (C);37;Ligat A Tzafon;N/A;R$ 0;Right-Footed;1.73 m;42;3780;5.71;3;-7.98;10.98;0.3;0;0;0.107647058823529;0;0.0;0;102;32;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;43;0;3;2.03;0.0;0;0;0.0;840;456;0;0.0;0;0;0;0;0.0;0;0;0;25;30;52;0;0
12028932;Vincent Aboubakar;ST (C);34;Premyer Liqası;R$192K p/m;R$400K - R$4.25M;Right-Footed;1.84 m;40;2451;6.83;4;-0.74;4.74;0.2;1;1;0.1185;0;0.4;1;40;13;78;34;0.0;17;5;17;5;0;305.7km;8.9;36;8;7;9;4.73;0.5;13;57;2.1;1133;1011;73;18.4;7;11;39;2;10.2;139;30;0;15;20;19;2;0
75030231;Joe Abrigo;AM (C);31;Liga de Primera;R$65K p/m;R$70K - R$750K;Left-Footed;1.69 m;18;1204;6.67;2;-2.51;4.51;0.3;0;0;0.128857142857143;2;0.7;0;35;15;94;24;0.0;38;6;4;1;0;136.6km;5.7;15;22;12;2;3.44;0.7;9;17;1.0;325;291;9;16.4;2;1;12;0;1.8;21;5;0;0;1;15;0;0
2000311941;Emir Abrouk;AM (C);26;2. Liga Inter Gruppe 1;R$4.4K p/m;R$ 0;Right-Footed;1.80 m;39;3357;6.75;4;-1.74;5.74;0.2;1;1;0.151052631578947;0;0.2;0;38;15;127;21;0.0;35;11;35;11;0;416.3km;6.1;47;25;7;2;1.43;0.1;3;50;1.3;1604;1421;76;17.7;4;13;49;0;13.3;114;31;0;9;15;19;2;0
91017710;Alessandro Abruscia;AM (C);35;Oberliga Baden-Württemberg;R$20K p/m;R$ 0;Right-Footed;1.75 m;43;3870;6.57;4;-7.38;11.38;0.3;0;0;0.123695652173913;0;0.0;0;92;34;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;60;0;2;4.78;0.0;0;0;0.0;860;567;0;0.0;0;0;0;0;0.0;0;0;0;78;79;59;0;0
64042087;Suleiman Abu Zema;AM (C);30;First Division;R$19K p/m;R$5K - R$30K;Right-Footed Only;1.84 m;20;1833;7.57;2;-2.46;4.46;0.2;0;0;0.0991111111111111;0;0.0;0;45;18;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;17;0;3;2.45;0.0;0;0;0.0;440;318;0;0.0;0;0;0;0;0.0;0;0;0;20;27;26;0;0
59145966;Giorgi Abuashvili;AM (L);23;Ligue 1;R$67.5K p/m;R$1.2M - R$12M;Right-Footed;1.75 m;36;2437;6.71;2;-1.88;3.88;0.1;0;0;0.0946341463414634;0;0.6;1;41;16;98;17;0.1;91;24;91;24;0;314.8km;13.1;97;22;10;3;3.63;0.1;4;41;1.5;1154;1033;85;18.5;13;17;55;0;4.6;238;51;0;34;44;20;0;0
42022334;Naor Abudi;AM (C);32;Ligat A Tzafon;N/A;R$ 0;Left-Footed;1.78 m;40;3645;6.65;0;-11.6;11.6;0.3;0;0;0.116;0;0.0;0;100;41;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;35;0;6;0;0.0;0;0;0.0;840;584;0;0.0;0;0;0;0;0.0;0;0;0;47;68;42;0;0
2000269354;Cris Acerete;ST (C);24;3ª Federación II;R$29K p/m;R$0 - R$180K;Right-Footed;1.80 m;43;2794;6.76;10;2.82;7.18;0.2;0;0;0.102571428571429;0;0.7;5;70;28;219;54;0.2;27;2;22;2;0;360.5km;6.3;22;29;11;4;5.13;0.3;8;85;1.5;1263;1133;55;13.2;7;12;37;0;12.9;124;31;0;14;19;23;0;0
77027983;Segundo Acevedo;AM (RC);32;Liga 2;R$32K p/m;R$15K - R$160K;Right-Footed;1.75 m;12;1080;7.38;1;-4.25;5.25;0.4;0;0;0.169354838709677;0;0.0;0;31;17;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;13;0;1;0;0.0;0;0;0.0;240;153;0;0.0;0;0;0;0;0.0;0;0;0;12;16;14;0;0
2000304271;Román Achaval;AM (C);23;Primera C;R$2.1K p/m;R$15K - R$140K;Right-Footed;1.76 m;13;1170;7.08;1;-1.34;2.34;0.2;0;0;0.111428571428571;0;0.0;0;21;8;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;23;0;2;2.26;0.0;0;0;0.0;260;190;0;0.0;0;0;0;0;0.0;0;0;0;12;16;11;0;0
2000162234;Christian Acheampong;AM (C);21;Third Division;R$65K p/m;R$0 - R$40K;Left-Footed;1.83 m;36;2859;6.95;10;6.28;3.72;0.1;1;1;0.0808695652173913;0;0.5;1;46;23;144;16;0.1;34;1;34;1;0;328.1km;13.2;41;18;0;7;7.06;0.3;9;32;1.0;1248;965;130;12.1;10;16;50;1;9.5;189;37;0;32;33;28;5;0
2000048092;Sofiane Achour;AM (C), ST (C);28;1. Liga Gruppe 1;R$13K p/m;R$0 - R$400K;Right-Footed;1.89 m;39;2650;6.74;9;-0.1;9.1;0.3;1;1;0.13;0;0.6;1;70;32;274;70;0.1;113;12;13;2;0;264.4km;3.3;21;75;17;3;2.87;0.1;4;24;0.8;733;650;16;16.3;4;5;22;1;2.4;33;17;0;7;14;33;1;0
2000013895;Héctor Acosta;AM (C);34;Federal C;R$2.4K p/m;R$0 - R$20K;Right-Footed;1.87 m;13;1170;6.92;2;-0.18;2.18;0.2;0;0;0.0908333333333333;0;0.0;0;24;9;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;11;0;1;0.04;0.0;0;0;0.0;260;182;0;0.0;0;0;0;0;0.0;0;0;0;16;33;15;0;0
14031418;Luciano Acosta;AM (C);32;Brasileirão;R$470K p/m;Not for Sale;Right-Footed;1.61 m;25;1905;7.03;6;-0.82;6.82;0.3;2;2;0.1065625;2;0.8;1;64;20;45;4;0.0;146;17;22;3;0;252.0km;10.7;35;15;4;7;8.12;0.5;11;69;2.5;1027;898;74;15.1;3;4;38;0;11.9;114;36;0;9;11;10;2;0
76069082;Onel Acosta;AM (C);26;Primera B;R$90K p/m;R$120K - R$1.3M;Left-Footed;1.77 m;18;1546;6.56;1;-1.25;2.25;0.1;0;0;0.125;0;0.2;0;18;6;15;8;0.0;61;9;3;1;0;22.2km;1.7;2;14;0;3;2.04;0.3;5;4;0.2;113;92;15;11.5;1;2;10;0;13.6;16;4;3;3;4;3;2;0
14022939;Ricardo Acosta;AM (C);33;Federal C;R$4.5K p/m;R$10K - R$80K;Left-Footed;1.76 m;14;1260;7.59;2;-0.22;2.22;0.1;1;1;0.116842105263158;0;0.0;0;19;7;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;24;0;4;0.84;0.0;0;0;0.0;280;198;0;0.0;0;0;0;0;0.0;0;0;0;17;30;19;0;0
76033374;Sebastián Acosta;M/AM (C);31;Primera A;R$132K p/m;R$0 - R$400K;Left-Footed;1.80 m;20;1571;6.52;1;-1.44;2.44;0.1;1;1;0.1525;1;0.1;0;16;5;7;2;0.0;133;24;3;0;0;40.4km;2.5;4;12;1;2;2.91;0.1;2;25;0.5;139;116;16;16.6;0;1;5;0;8.5;25;7;0;6;7;2;1;1
78037432;Yuber Acosta;ST (C);35;-;R$2.1K p/m;R$ 0;Right-Footed;1.70 m;14;1260;5.51;2;-2.67;4.67;0.3;0;0;0.111190476190476;0;0.0;0;42;15;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;8;0;2;1.52;0.0;0;0;0.0;280;152;0;0.0;0;0;0;0;0.0;0;0;0;9;11;17;0;0
2000087931;Agustín Acuña;AM (C);24;Torneo Regional;R$2.1K p/m;R$20K - R$200K;Right-Footed;1.70 m;13;1170;6.69;0;-2.13;2.13;0.2;0;0;0.1065;0;0.0;0;20;8;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;19;0;1;1.29;0.0;0;0;0.0;260;176;0;0.0;0;0;0;0;0.0;0;0;0;11;14;21;1;1
14030510;Alejandro Acuña;AM (C);36;Federal C;R$2.1K p/m;R$0 - R$45K;Right-Footed;1.76 m;13;1170;6.63;1;-1.94;2.94;0.2;0;0;0.127826086956522;0;0.0;0;23;8;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;16;0;2;1.9;0.0;0;0;0.0;260;170;0;0.0;0;0;0;0;0.0;0;0;0;11;12;4;0;0
2000299170;Ben Adadi;AM (C);22;Oberliga Baden-Württemberg;R$20K p/m;R$1M - R$10M;Right-Footed;1.73 m;35;2306;6.84;4;-3.41;7.41;0.3;1;1;0.137222222222222;0;0.4;0;54;17;100;25;0.0;27;3;24;3;0;299.6km;8.1;29;16;4;1;2.98;0.1;3;37;1.4;1109;1010;52;18.4;8;7;47;0;10.1;116;18;0;10;14;13;0;0
2000027902;Josh Adam;AM (C);22;2. Liga Inter Gruppe 1;R$9.25K p/m;R$160K - R$1.5M;Right-Footed;1.81 m;28;1858;6.92;4;0.61;3.39;0.2;1;1;0.109354838709677;0;0.3;0;31;10;115;12;0.2;21;5;21;5;0;237.2km;6.7;16;15;8;7;7.17;0.7;14;46;2.2;935;841;56;17.2;2;9;20;0;10.8;70;28;0;16;19;13;0;0
28100044;Hubert Adamczyk;AM (C);28;1. Liga;R$45K p/m;R$ 0;Right-Footed;1.80 m;30;2228;6.44;0;-2.96;2.96;0.1;0;0;0.123333333333333;0;0.2;0;24;10;9;1;0.0;5;1;4;0;0;19.1km;0.6;2;26;1;3;4.13;0.3;7;5;0.2;68;62;4;14.9;0;0;1;0;9.5;10;4;0;2;3;3;2;0
5780928;Nenad Adamović;M/AM (R);37;Niže lige;N/A;R$ 0;Right-Footed;1.70 m;39;3510;6.54;1;-5.66;6.66;0.2;0;0;0.09;0;0.0;0;74;26;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;51;0;1;4.08;0.0;0;0;0.0;780;504;0;0.0;0;0;0;0;0.0;0;0;0;32;39;43;0;0
90055302;Che Adams;ST (C);29;Serie A;R$1.76M p/m;R$43M - R$72M;Right-Footed;1.75 m;24;2171;6.89;5;-1.96;6.96;0.3;0;0;0.102352941176471;0;0.8;4;68;31;89;33;0.1;45;13;45;13;0;284.6km;12.8;32;32;14;3;2.46;0.2;5;46;1.9;1077;972;84;16.8;2;12;28;0;3.5;157;45;0;21;34;24;0;0
2000433088;Ibrahim Adamu;AM (C);21;Prva liga Srbije;R$4.9K p/m;R$0 - R$600K;Right-Footed;1.81 m;23;1433;6.79;3;1.23;1.77;0.1;0;0;0.0804545454545455;0;0.5;0;22;9;86;25;0.2;17;3;17;3;0;191.3km;8.3;13;2;5;1;2.37;0.3;4;27;1.7;707;624;39;17.8;2;4;18;0;9.4;59;20;0;7;12;7;0;0
92057768;Sargis Adamyan;ST (C);33;RL West;R$635K p/m;R$ 0;Right-Footed;1.84 m;31;2207;6.95;11;4.92;6.08;0.2;1;0;0.132173913043478;1;0.3;0;46;31;174;40;0.2;15;5;15;5;0;223.4km;5.7;26;34;17;4;3.19;0.4;10;34;1.2;688;598;22;11.8;3;3;15;0;3.4;70;16;0;6;11;23;4;1
67073168;Adán Pérez;AM (C);36;3ª Federación XVII;R$11K p/m;R$0 - R$100K;Right-Footed;1.80 m;43;3870;6.76;1;-11.46;12.46;0.3;1;1;0.122156862745098;0;0.0;0;102;43;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;63;0;6;0;0.0;0;0;0.0;860;610;0;0.0;0;0;0;0;0.0;0;0;0;52;77;35;0;0
2000417456;Elijah Addai;AM (C);26;Virslīga;R$9.25K p/m;R$0 - R$600K;Right-Footed;1.81 m;18;1410;6.70;3;0.31;2.69;0.2;0;0;0.1345;0;0.3;0;20;8;53;8;0.1;16;3;16;3;0;183.2km;8.2;20;11;6;0;2.13;0.1;2;22;1.4;652;588;24;21.4;3;4;16;0;8.9;46;12;0;3;4;16;1;0
2000076533;Quadri Adediran;ST (C);25;2. ČFL;R$28K p/m;R$2.4M - R$8M;Left-Footed;1.78 m;31;2590;6.84;11;4.84;6.16;0.2;0;0;0.0977777777777778;0;0.8;2;63;30;196;38;0.1;11;2;11;2;0;283.5km;5.1;16;52;21;5;6.56;0.2;5;26;0.9;724;654;19;17.3;3;5;20;0;2.7;32;14;0;4;8;26;1;0
2000387995;Farouck Adekami;AM (C);20;2e Amateurklasse B;R$57.5K p/m;R$280K - R$3M;Right-Footed;1.75 m;30;2631;6.91;9;4.45;4.55;0.2;0;0;0.0892156862745098;0;0.5;0;51;15;141;43;0.1;32;4;32;4;0;344.5km;8.2;26;12;3;12;6.66;0.4;11;65;2.2;1163;1045;93;18.0;4;10;36;0;12.9;102;28;0;17;25;27;5;1
2000077086;Ahmed Adel;AM (C);28;Egyptian Second Division;R$52.5K p/m;R$0 - R$80K;Left-Footed;1.79 m;18;1468;6.73;0;-2.04;2.04;0.1;0;0;0.113333333333333;0;0.4;2;18;6;59;14;0.0;10;2;10;2;0;196.5km;10.2;17;6;2;2;1.19;0.1;1;23;1.4;685;603;24;20.0;4;4;26;0;10.2;79;15;0;7;8;11;5;0
2000498678;Íker Adelantado;AM (C);19;3ª Federación VI;R$13K p/m;R$260K - R$2.5M;Right-Footed;1.78 m;1;1006;6.83;4;0.03;3.97;0.4;1;1;0.141785714285714;0;0.5;0;28;7;71;24;0.0;52;13;52;13;0;134.1km;9.0;35;12;4;1;1.35;0.2;2;18;1.6;459;407;35;17.2;2;3;22;0;2.6;78;19;0;14;14;13;1;0
2000188393;Adem Acuma;AM (C);29;Third Division;R$135K p/m;R$15K - R$45K;Right-Footed Only;1.79 m;42;3788;7.48;2;-8.59;10.59;0.3;0;0;0.130740740740741;0;0.0;0;81;35;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;29;0;8;0;0.0;0;0;0.0;860;607;0;0.0;0;0;0;0;0.0;0;0;0;48;89;34;0;0
2000122251;Orestis Ademaj;AM (C);25;A' EPS Messinías;R$2.2K p/m;R$ 0;Left-Footed;1.80 m;40;3680;6.60;4;-6.71;10.71;0.3;0;0;0.102;0;0.0;0;105;50;0;0;0.0;0;0;0;0;0;0.0km;0.0;0;54;0;2;4.18;0.0;0;0;0.0;860;560;0;0.0;0;0;0;0;0.0;0;0;0;37;47;49;0;1
19337427;Adenilson;AM (C);34;Brasileirão Série D;R$29K p/m;R$ 0;Left-Footed;1.84 m;25;1975;6.57;2;-1.74;3.74;0.2;1;1;0.113333333333333;1;0.4;2;33;12;0;0;0.0;144;23;0;0;0;0.0km;0.0;0;11;0;5;6.3;0.5;11;14;0.2;20;12;0;12.2;0;0;0;0;13.3;0;0;0;1;1;1;1;0
2000060514;Jason Adigun;AM (C);22;National League South;R$22K p/m;R$0 - R$500K;Right-Footed;1.92 m;11;1429;6.53;0;-1.42;1.42;0.1;0;0;0.142;0;0.2;0;10;4;0;0;0.0;22;2;0;0;0;0.0km;0.0;0;4;0;6;3.18;0.4;7;6;0.4;0;0;0;13.0;0;0;0;0;8.9;0;0;0;0;0;0;0;0
8728455;Daniel Adlung;M (C);38;RL Südwest;R$42K p/m;R$5K - R$45K;Right-Footed;1.79 m;24;2071;6.81;5;0.82;4.18;0.2;0;0;0.112972972972973;1;0.5;0;37;13;125;24;0.1;96;16;26;4;0;258.1km;9.9;20;13;6;2;3.42;0.3;6;59;1.8;911;805;59;20.9;3;3;31;1;8.6;128;26;0;15;17;14;0;0
2000263186;Marouane Admar;AM (C);20;R1 - Auvergne RA - A;R$13K p/m;R$280K - R$2.75M;Right-Footed;1.72 m;15;1400;7.06;4;0;4;0.3;0;0;0.153846153846154;0;0.5;1;26;13;66;16;0.0;15;1;15;1;0;178.0km;6.8;23;7;5;8;4.34;0.4;6;20;1.3;653;559;35;18.4;4;7;14;0;9.4;43;11;0;3;4;16;3;0
